kegg1,kegg2,smiles1,smiles2,mass1,mass2,formula1,formula2,¦¤m/z,mzDiff,Count,Molecular formula changes
C00010,C02611,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C=C/C4=CC5=C(C=C4)OCO5)O,767.1152,967.1626,C21H36N7O16P3S,C33H44N7O19P3S,-200.0474,200.0474,1,(/+C12  /+H8  /+O3)
C00019,C05584,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,COC1=C(C=CC(=C1)C(C(=O)O)O)O,398.1372,198.0528,C15H22N6O5S,C9H10O5,200.0844,200.0844,1,(/-C6  /-H12  /-N6  /-S)
C00019,C11980,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,CCC(C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5OC)C)C(=O)O3)O)C)O)\C)C,398.1372,598.3506,C15H22N6O5S,C35H50O8,-200.2134,200.2134,1,(/+C20  /+H28  /+O3  /-N6  /-S)
C00019,C05588,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,CNC[C@@H](C1=CC(=C(C=C1)O)OC)O,398.1372,197.1052,C15H22N6O5S,C10H15NO3,201.032,201.032,1,(/-C5  /-H7  /-N5  /-O2  /-S)
C18237,C19848,C([C@@H]1C(=C([C@H]2[C@@H](O1)NC3=C(N2)C(=O)N=C(N3)N)[S-])[S-])OP(=O)(O)O.O=[Mo+2]=O,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4C(=C([C@H]5[C@@H](O4)NC6=C(N5)C(=O)N=C(N6)N)S)S)O)O,522.8919,724.0648,C10H12MoN5O8PS2,C20H26N10O12P2S2,-201.1729,201.1729,1,(/+C10  /+H14  /+N5  /+O4  /+P  /-Mo)
C00956,C05556,C(C[C@@H](C(=O)O)N)CC(=O)O,CC(C)[C@H](C(=O)O)NC(=O)C(CS)NC(=O)CCC[C@@H](C(=O)O)N,161.0688,363.1464,C6H11NO4,C14H25N3O6S,-202.0776,202.0776,1,(/+C8  /+H14  /+N2  /+O2  /+S)
C00049,C04540,C([C@@H](C(=O)O)N)C(=O)O,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1NC(=O)C[C@@H](C(=O)O)N)CO)O)O,133.0375,335.1329,C4H7NO4,C12H21N3O8,-202.0954,202.0954,1,(/+C8  /+H14  /+N2  /+O4)
C00019,C15888,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,C/C(=C\C=C\C(=C\C=C\C(=C\C=C\C=C(\C=C\C=C(\C=C\C=C(\CCCC(OC)(C)C)/C)/C)/C)\C)\C)/CCCC(OC)(C)C,398.1372,600.4906,C15H22N6O5S,C42H64O2,-202.3534,202.3534,1,(/+C27  /+H42  /-N6  /-O3  /-S)
C00083,C05622,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,C1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)COC(=O)CC(=O)O)O)O)O)(CO)O,853.1156,650.1483,C24H38N7O19P3S,C29H30O17,202.9673,202.9673,1,(/+C5  /-H8  /-N7  /-O2  /-P3  /-S)
C18012,C18014,C1=C(C=C2C(=C1O)C(=CC(=O)C2=O)O)O,C1=C(C=C2C(=C1O)C(=C(C(=O)C2=O)C3=C4C(=C(C=C3O)O)C(=CC(=O)C4=O)O)O)O,206.0215,410.0274,C10H6O5,C20H10O10,-204.0059,204.0059,1,(/+C10  /+H4  /+O5)
C00019,C01494,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,COC1=C(C=CC(=C1)/C=C/C(=O)O)O,398.1372,194.0579,C15H22N6O5S,C10H10O4,204.0793,204.0793,1,(/-C5  /-H12  /-N6  /-O  /-S)
C00019,C11956,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,C[C@H]1/C=C/C=C/2\CO[C@H]3[C@@]2([C@@H](C=C([C@H]3OC)C)C(=O)O[C@H]4C[C@@H](C/C=C(/[C@H]1O)\C)O[C@]5(C4)C[C@@H]([C@@H]([C@H](O5)C(C)C)C)O)O,398.1372,602.3455,C15H22N6O5S,C34H50O9,-204.2083,204.2083,1,(/+C19  /+H28  /+O4  /-N6  /-S)
C00044,C20567,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)NC(=NC2=O)N,C1[C@@H](OP(=O)(O1)O)[C@H](C2=NC3=C(NC2)NC(=NC3=O)N)O,522.9907,317.0525,C10H16N5O14P3,C9H12N5O6P,205.9382,205.9382,1,(/-C  /-H4  /-O8  /-P2)
C00002,C11351,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,[C@@H]1([C@@H]([C@H]([C@@H]([C@H]([C@@H]1O)O)OP(=O)(O)O)N=C(N)N)O)N,506.9957,300.0835,C10H16N5O13P3,C7H17N4O7P,206.9122,206.9122,1,(/+H  /-C3  /-N  /-O6  /-P2)
C00002,C04752,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,CC1=NC=C(C(=N1)N)COP(=O)(O)OP(=O)(O)O,506.9957,299.0072,C10H16N5O13P3,C6H11N3O7P2,207.9885,207.9885,1,(/-C4  /-H5  /-N2  /-O6  /-P)
C00077,C03712,C(C[C@@H](C(=O)O)N)CN,C1=CC=C(C=C1)C(=O)NCCC[C@@H](C(=O)O)NC(=O)C2=CC=CC=C2,132.0899,340.1423,C5H12N2O2,C19H20N2O4,-208.0524,208.0524,1,(/+C14  /+H8  /+O2)
C00029,C17751,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,C1[C@H](NC2=CC(=C(C=C21)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)C(=O)O,566.055,357.106,C15H24N2O17P2,C15H19NO9,208.949,208.949,1,(/-H5  /-N  /-O8  /-P2)
C01175,C08725,COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,C1=CC(=CC=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O,386.1213,595.1663,C17H22O10,C27H31O15,-209.045,209.045,1,(/+C10  /+H9  /+O5)
C00029,C17759,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,COC1=C(C=CC(=C1)/C=C/C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,566.055,356.1107,C15H24N2O17P2,C16H20O9,209.9443,209.9443,1,(/+C  /-H4  /-N2  /-O8  /-P2)
C00019,C01037,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,CC(C(CCCCCC(=O)O)N)N,398.1372,188.1525,C15H22N6O5S,C9H20N2O2,209.9847,209.9847,1,(/-C6  /-H2  /-N4  /-O3  /-S)
C01092,C04425,CC(C(=O)CCCCCC(=O)O)N,C[S+](CCC(=O)C(=O)O)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,187.1208,398.1134,C9H17NO3,C15H20N5O6S,-210.9926,210.9926,1,(/+C6  /+H3  /+N4  /+O3  /+S)
C00019,C20234,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,CC(CCN=C(N)N)C(=O)C(=O)O,398.1372,187.0957,C15H22N6O5S,C7H13N3O3,211.0415,211.0415,1,(/-C8  /-H9  /-N3  /-O2  /-S)
C00029,C01527,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,COC1=C(C=C2C(=C1)C=CC(=O)O2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,566.055,354.0951,C15H24N2O17P2,C16H18O9,211.9599,211.9599,1,(/+C  /-H6  /-N2  /-O8  /-P2)
C00019,C00588,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,C[N+](C)(C)CCOP(=O)(O)O,398.1372,184.0739,C15H22N6O5S,C5H15NO4P,214.0633,214.0633,1,(/+P  /-C10  /-H7  /-N5  /-O  /-S)
C00019,C05594,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,COC1=C(C=CC(=C1)C(CO)O)O,398.1372,184.0736,C15H22N6O5S,C9H12O4,214.0636,214.0636,1,(/-C6  /-H10  /-N6  /-O  /-S)
C00019,C05589,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,COC1=C(C=CC(=C1)[C@H](CN)O)O,398.1372,183.0895,C15H22N6O5S,C9H13NO3,215.0477,215.0477,1,(/-C6  /-H9  /-N5  /-O2  /-S)
C00019,C05689,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,C[Se]C[C@@H](C(=O)O)N,398.1372,182.9799,C15H22N6O5S,C4H9NO2Se,215.1573,215.1573,1,(/+Se  /-C11  /-H13  /-N5  /-O3  /-S)
C00083,C16290,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,C1=C(C=C(C(=C1O)O)O)C2=C(C=C3C(=CC(=CC3=[O+]2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)CC(=O)O)O)OC(=O)CC(=O)O)O,853.1156,637.1041,C24H38N7O19P3S,C27H25O18,216.0115,216.0115,1,(/+C3  /-H13  /-N7  /-O  /-P3  /-S)
C00019,C05582,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,COC1=C(C=CC(=C1)CC(=O)O)O,398.1372,182.0579,C15H22N6O5S,C9H10O4,216.0793,216.0793,1,(/-C6  /-H12  /-N6  /-O  /-S)
C00029,C20139,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,C[C@@H]1[C@@H]2C[C@]([C@@H](/C=C/C=C(/CC3=CC(=C(C(=C3)OC)Cl)N(C(=O)C[C@@H]([C@]4([C@H]1O4)C)OC(=O)C(C)C)[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)\C)OC)(NC(=O)O2)O,566.055,782.3029,C15H24N2O17P2,C37H51ClN2O14,-216.2479,216.2479,1,(/+C22  /+H27  /+Cl  /-O3  /-P2)
C00002,C06222,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C([C@H]([C@H]([C@H]([C@@H](C(=O)COP(=O)(O)O)O)O)O)O)O,506.9957,290.0403,C10H16N5O13P3,C7H15O10P,216.9554,216.9554,1,(/-C3  /-H  /-N5  /-O3  /-P2)
C00064,C00144,C(CC(=O)N)[C@@H](C(=O)O)N,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)NC(=NC2=O)N,146.0691,363.058,C5H10N2O3,C10H14N5O8P,-216.9889,216.9889,1,(/+C5  /+H4  /+N3  /+O5  /+P)
C19688,C19698,C1=CC2=C(C(=C1)Cl)NC=C2CC(=N)C(=O)O,C1=CC2=C(C(=C1)Cl)NC=C2C3=C(NC(=C3C4=CNC5=C4C=CC=C5Cl)C(=O)O)C(=O)O,236.0353,453.0283,C11H9ClN2O2,C22H13Cl2N3O4,-216.993,216.993,1,(/+C11  /+H4  /+Cl  /+N  /+O2)
C00015,C06240,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O)O)O,CC(=O)N[C@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)C(=O)O)O)O,404.0022,621.0608,C9H14N2O12P2,C17H25N3O18P2,-217.0586,217.0586,1,(/+C8  /+H11  /+N  /+O6)
C00002,C19848,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4C(=C([C@H]5[C@@H](O4)NC6=C(N5)C(=O)N=C(N6)N)S)S)O)O,506.9957,724.0648,C10H16N5O13P3,C20H26N10O12P2S2,-217.0691,217.0691,1,(/+C10  /+H10  /+N5  /+S2  /-O  /-P)
C01060,C02465,C1=C(C=C(C(=C1I)O)I)C[C@@H](C(=O)O)N,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O,432.8672,650.79,C9H9I2NO3,C15H12I3NO4,-217.9228,217.9228,1,(/+C6  /+H3  /+I  /+O)
C00019,C00590,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,COC1=C(C=CC(=C1)/C=C/CO)O,398.1372,180.0786,C15H22N6O5S,C10H12O3,218.0586,218.0586,1,(/-C5  /-H10  /-N6  /-O2  /-S)
C13433,C14045,C/C(=C\C=C\C=C(/C)\C=C\C=C(\C)/C=C/[C@]12[C@](O1)(C[C@H](CC2(C)C)O)C)/C=C/C=C(\C)/C=C/[C@]34[C@](O3)(C[C@H](CC4(C)C)O)C,C/C(=C\C=C\C=C(/C)\C=O)/C=C/C=C(\C)/C=C/[C@]12[C@](O1)(C[C@H](CC2(C)C)O)C,600.4179,382.2508,C40H56O4,C25H34O3,218.1671,218.1671,1,(/-C15  /-H22  /-O)
C00019,C11972,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,CCC(C)[C@@H]1[C@H]([C@H](C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5OC)C)C(=O)O3)O)C)O)\C)O)C,398.1372,616.3611,C15H22N6O5S,C35H52O9,-218.2239,218.2239,1,(/+C20  /+H30  /+O4  /-N6  /-S)
C00019,C02666,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,COC1=C(C=CC(=C1)/C=C/C=O)O,398.1372,178.063,C15H22N6O5S,C10H10O3,220.0742,220.0742,1,(/-C5  /-H12  /-N6  /-O2  /-S)
C04844,C20240,C/C(=C\C=C(\C(=O)O)/O)/C(=O)CC[C@H]1[C@@H]2CCC(=O)[C@]2(CCC1=O)C,C/C=C\C=C(\C(=O)O)/O,348.1573,128.0473,C19H24O6,C6H8O3,220.11,220.11,1,(/-C13  /-H16  /-O3)
C00024,C16334,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC/C=C\C[C@H]1[C@H](CCC1=O)CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=CN=C4N)O)OP(=O)(O)O)O,809.1258,1029.2721,C23H38N7O17P3S,C37H58N7O19P3S,-220.1463,220.1463,1,(/+C14  /+H20  /+O2)
C00029,C17240,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,C1=CC(=CC=C1C/C(=N/O)/S[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,566.055,345.0882,C15H24N2O17P2,C14H19NO7S,220.9668,220.9668,1,(/+S  /-C  /-H5  /-N  /-O10  /-P2)
C00074,C06241,C=C(C(=O)O)OP(=O)(O)O,CC(=O)N[C@@H]1[C@H](CC(O[C@H]1[C@@H]([C@@H](COP(=O)(O)O)O)O)(C(=O)O)O)O,167.9824,389.0723,C3H5O6P,C11H20NO12P,-221.0899,221.0899,1,(/+C8  /+H15  /+N  /+O6)
C00029,C12668,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O,566.055,788.2011,C15H24N2O17P2,C33H40O22,-222.1461,222.1461,1,(/+C18  /+H16  /+O5  /-N2  /-P2)
C00032,C15672,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C)CCC(=O)O)CCC(=O)O)C)C(=C3C)C=C)C=C.[Fe+2],CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C=C)C)C(CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],616.1773,838.3757,C34H32FeN4O4,C49H58FeN4O5,-222.1984,222.1984,1,(/+C15  /+H26  /+O)
C00024,C11900,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1O)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)C)OC(=O)C,809.1258,586.2414,C23H38N7O17P3S,C31H38O11,222.8844,222.8844,1,(/+C8  /-N7  /-O6  /-P3  /-S)
C00029,C15772,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,C1=CC=C2C(=C1)N(C(=O)C(O2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,566.055,343.0903,C15H24N2O17P2,C14H17NO9,222.9647,222.9647,1,(/-C  /-H7  /-N  /-O8  /-P2)
C00029,C16314,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,C1=C(C=C(C(=C1O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C3=C(C=C4C(=CC(=CC4=[O+]3)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O,566.055,789.2089,C15H24N2O17P2,C33H41O22,-223.1539,223.1539,1,(/+C18  /+H17  /+O5  /-N2  /-P2)
C00029,C00761,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,COC1=C(C=CC(=C1)/C=C/CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,566.055,342.1315,C15H24N2O17P2,C16H22O8,223.9235,223.9235,1,(/+C  /-H2  /-N2  /-O9  /-P2)
C00019,C06213,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,CNCCC1=CNC2=CC=CC=C21,398.1372,174.1157,C15H22N6O5S,C11H14N2,224.0215,224.0215,1,(/-C4  /-H8  /-N4  /-O5  /-S)
C00255,C00474,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O,C([C@H](C([C@H](CO)O)O)O)O,376.1383,152.0685,C17H20N4O6,C5H12O5,224.0698,224.0698,1,(/-C12  /-H8  /-N4  /-O)
C16147,C16148,CC(=CCC/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C=C(\C)/C(=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)/C)/C)C,CCC(C)CCCCCCCCCCC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC(=O)/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/CCC=C(C)C)/C)/C)/C)O)O)O,594.3557,818.5697,C36H50O7,C51H78O8,-224.214,224.214,1,(/+C15  /+H28  /+O)
C01175,C08639,COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,C1=CC(=C(C=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O,386.1213,611.1612,C17H22O10,C27H31O16,-225.0399,225.0399,1,(/+C10  /+H9  /+O6)
C05526,C05824,C(CC(=O)N[C@@H](CSSC[C@@H](C(=O)O)N)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,C([C@@H](C(=O)O)N)SS(=O)(=O)O,426.0879,200.9766,C13H22N4O8S2,C3H7NO5S2,225.1113,225.1113,1,(/-C10  /-H15  /-N3  /-O3)
C00029,C01421,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,C1=CC(=C(C2=C1C=CC(=O)O2)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,566.055,340.0794,C15H24N2O17P2,C15H16O9,225.9756,225.9756,1,(/-H8  /-N2  /-O8  /-P2)
C00047,C05552,C(CCN)C[C@@H](C(=O)O)N,C1C2C([C@@H](S1)CCCCC(=O)NCCCC[C@@H](C(=O)O)N)NC(=O)N2,146.1055,372.1831,C6H14N2O2,C16H28N4O4S,-226.0776,226.0776,1,(/+C10  /+H14  /+N2  /+O2  /+S)
C00019,C11837,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,CCCC(=O)N[C@H]1CCOC1=O,398.1372,171.0895,C15H22N6O5S,C8H13NO3,227.0477,227.0477,1,(/-C7  /-H9  /-N5  /-O2  /-S)
C14870,C14871,C(C=O)Br,C(CC(=O)N[C@@H](CSCC=O)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,121.9367,349.0944,C2H3BrO,C12H19N3O7S,-227.1577,227.1577,1,(/+C10  /+H16  /+N3  /+O6  /+S  /-Br)
C00029,C04197,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,C1=CC=C2C(=C1)C(=CN2)CC(=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,566.055,337.1162,C15H24N2O17P2,C16H19NO7,228.9388,228.9388,1,(/+C  /-H5  /-N  /-O10  /-P2)
C00131,C01096,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CN=C3N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,C([C@@H]([C@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)O)O,491.0008,262.0454,C10H16N5O12P3,C6H15O9P,228.9554,228.9554,1,(/-C4  /-H  /-N5  /-O3  /-P2)
C00019,C01152,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,CN1C=NC=C1C[C@@H](C(=O)O)N,398.1372,169.0851,C15H22N6O5S,C7H11N3O2,229.0521,229.0521,1,(/-C8  /-H11  /-N3  /-O3  /-S)
C00002,C04503,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,COP(=O)(O)OCCN=C(N)NP(=O)(O)O,506.9957,277.0229,C10H16N5O13P3,C4H13N3O7P2,229.9728,229.9728,1,(/-C6  /-H3  /-N2  /-O6  /-P)
